,query_id,prediction,answer,validated_answers,f1,exact_match
60,a26a97a8-8ca9-4c2c-b6e4-490d37826f09,1905 <ss> 1906 <ss> 1907,1904,1904<sv>1904,0.0,0.0
61,c035a076-35c0-440c-b39d-4951027a3cec,1906,1904,1904<sv>1904,0.0,0.0
62,75afb1a1-c59b-4b60-a7d2-2346f9f2b68a,2011,1990,1990<sv>1990,0.0,0.0
63,db1dd1a9-a580-4c43-8f12-19da771715c3,2016,2015,2015<sv>2015,0.0,0.0
64,abef9d7e-48fc-4f4a-a842-707e7be221f6,2004,12000,2000<sv>12000,0.0,0.0
65,4f02227d-6f5c-4501-8cdc-54a2fab27452,2017,2016,2016<sv>2016,0.0,0.0
66,6ce9b33b-b86e-4390-8d9d-c2e6e7b353fe,1996,1982,1996-97<sv>1982,0.67,0.0
67,fa4a1714-eac7-41c7-8377-d539ce068b05,2025,2015,2015<sv>2015,0.0,0.0
68,91c9f153-654d-4d84-aeb1-1c9ca2c549cd,1985,1984,January 1985<sv>1984,0.67,0.0
69,585f56ac-5a3e-498d-b21a-1ca8eda1f456,3 November 1989,8 November 1989,1994 November 1989<sv>8 November 1989,0.67,0.0
70,26a8d265-b7a9-4aa0-9882-0ec3fc146ba5,24 August 2005,14 August 2005,14 August 2005<sv>14 August 2005,0.67,0.0
71,60bbfb58-b839-4bce-9ea3-8c43c85e262c,2010,2017,last year<sv>2017,0.0,0.0
72,b419c1ce-abe0-4139-a83b-713cd89f54f9,31 July 1941,19 July 1941,July 1941<sv>19 July 1941,0.8,0.0
73,e4337ab8-36a3-4195-94f3-62d25300ccbb,31 July 1941,19 July 1941,19 July 1941<sv>19 July 1941,0.67,0.0
74,086318c9-aa91-42fc-b2e5-94fbfa028a0b,1697,1694,1694<sv>1694,0.0,0.0
75,3c45e42f-5a1e-414c-9692-9a10f713d541,201 AD,210,210 AD<sv>210,0.0,0.0
76,703eb661-5524-4d0e-867e-882d842e974c,273,210,210<sv>210,0.0,0.0
77,a32961ce-e927-4c16-b924-b52c5a7a45c2,1995,2002,2002<sv>2002,0.0,0.0
78,4789a862-3100-406b-857a-618879434699,1995,1996,1996<sv>1996,0.0,0.0
79,7ad86006-5910-4fbc-99c4-ce10a2c71a6e,2011-12,2005,2005<sv>2005,0.0,0.0
80,cd055ab9-6680-4af7-94d9-35835355f08c,1580,1590,1590,0.0,0.0
81,35473529-30cf-4aaa-9aa2-4e59bc30a970,20 November 1996,27 November 1996,27 November 1996<sv>27,0.67,0.0
82,494a271f-d9cb-4861-8b65-4c9411684b5b,1996,1997,1977<sv>1997,0.0,0.0
83,8b405cec-665e-4f11-b3b4-698e6ea3b69c,2008,1980,1980<sv>1980,0.0,0.0
84,923c1673-9a62-4bef-9c45-6048d8f5ad09,1900,1950,1950<sv>1950,0.0,0.0
85,fd9f4aa9-62e0-4896-a03a-ac452679fac7,2014,2012,2012<sv>2012,0.0,0.0
